"ccodewb","country","USA","CAN","DOM","JAM","MEX","GTM","HND","SLV","NIC","CRI","PAN","COL","VEN","ECU","PER","BRA","BOL","PRY","CHL","ARG","URY","GBR","IRL","NLD","BEL","FRA","CHE","ESP","PRT","DEU","POL","AUT","HUN","CZE","SVK","ITA","ALB","MKD","HRV","SVN","GRC","BGR","MDA","ROM","RUS","EST","LVA","LTU","UKR","GEO","FIN","SWE","NOR","DNK","MLI","SEN","BEN","NER","GHA","NGA","KEN","TZA","AGO","MOZ","ZMB","ZAF","NAM","BWA","MUS","MAR","TUR","EGY","LBN","ISR","MNG","TWN","KOR","JPN","IND","PAK","BGD","THA","MYS","PHL","IDN","AUS","NZL"
"TUR","Turkey",7048.04994744451,5365.62737984856,9032.1002031706,9697.1494438635,10220.3491577349,10677.3907317419,10458.7397013887,10894.8800373446,10458.7397013887,10816.4262165792,10492.0311611579,9722.68305231591,9044.85111662743,10957.3681836373,10700.6051347873,7965.33094034188,10657.6596972968,10855.1972632232,11680.9301615858,10935.8228054635,11349.6343358923,2171.90223062278,2714.60686863337,1852.88831474419,1808.54597225554,1375.37617300658,1377.64718146463,1829.31121854266,2682.10983325085,1234.2636837053,833.825974111952,978.760139749279,648.271593236192,1032.59235905597,796.509841679719,615.294755190076,401.659189754649,272.303108655915,653.582412102474,942.502664775295,0,0,384.37452931719,201.593813690354,137.856410069448,1717.34165621964,1511.10405656816,1326.98158800192,265.529390723967,0,1991.13687260162,1744.69128102541,2152.9107182393,1676.68714403717,2978.35363831395,4586.07991213905,3640.1355857098,1927.8144374316,3945.68793578355,2889.42669877502,3454.32062061814,4082.11617954223,4793.36642716982,5143.16244609456,4899.12625889247,6445.90678902282,5959.51009369435,5985.20296576893,6458.90975056301,2493.4512982295,,505.193601582902,130.976019185663,276.226762498661,3526.05756807683,7144.74783287553,6835.73705946185,7247.62832536277,2576.49852702719,1695.16592772403,4247.13477779762,5478.40544260887,6503.37812894408,7521.37783502408,6190.12809878491,9755.55019058559,15166.3218756978
"EGY","Egypt",7716.93308046638,6479.13794647709,9249.22711121947,9994.65471865946,10686.8342142749,11122.0649912052,10790.4097521096,11265.4120598373,10790.4097521096,11081.7462182328,10660.3126742964,9878.72039456652,9030.48326797546,10982.4985824182,10626.7747382496,7238.20101731315,10018.1154575747,9969.8907049903,11135.9919475317,10009.1290883992,10264.9036527692,2913.59845757916,3421.32602579416,2644.22556567917,2558.50449143569,1784.06510685016,2072.76382966619,2080.85834949566,2984.71364784053,2038.3847406564,1936.62537036024,1853.21650977035,1654.86032930639,2007.25415535225,1871.85119705289,1076.14588793414,993.265630951682,1072.07462423864,1330.32613035154,1756.39982865825,366.251743086141,1064.93302380909,1547.82740728832,1331.94833834681,1434.22325845496,2877.71226990784,2672.13576197945,2471.77448012123,1436.4572482159,1308.85862532891,3134.3548224933,2774.72934589199,3195.87830438384,2713.75164997447,2185.2510416814,3979.31526406063,2545.14867631089,952.560815344411,2920.41333116275,1513.33861341466,1926.21888974173,2554.01626368528,3208.51094194812,3613.43273447715,3339.99822745683,4885.63055611894,4367.77651826642,4402.18653367916,5162.71177777517,2444.36443510877,505.193601582902,,215.389481962928,0,4845.68162333847,8323.83037930901,8134.02064195701,8535.45875603327,3206.79600242833,2508.13286873068,5199.55677419515,6286.41699655768,6945.38421132394,8617.87762024884,6523.47189732791,9670.51604339021,14588.7783579833
"LBN","Lebanon",8199.68653098548,6311.87126375013,10082.7251740463,10782.306976741,11356.1535338501,11809.9452818139,11558.5041836929,12008.3614163421,11558.5041836929,11898.0839293936,11526.7439829427,10749.5027736405,9968.70940711754,11911.6248021752,11592.9627002293,8539.48527947423,11296.7367478479,11374.2591065008,12382.6095278418,11432.7647786828,11758.9980694424,3320.70547816446,3864.62058454738,3003.83349794941,2958.68344219752,2433.87403088291,2514.06318209149,2842.01803644714,3728.42251424855,2382.04607660802,1923.77835135975,2129.66675608827,1796.31704884485,2165.48689637972,1908.49677365034,1650.50496764308,1467.95349103894,1362.02635525247,1743.03973095657,2091.28244558032,717.340114151693,1070.17118569241,1362.56740290378,1193.90991116157,1018.34738194303,2625.41743997147,2436.07718658264,2309.47675366957,1098.12342296357,884.767493794657,2936.32565495904,2813.80648615355,3236.60578344409,2778.46809586018,3432.80697166876,5177.35890936082,3988.73530459131,2264.93759380862,4328.91491131546,3056.52256224537,3152.79705599666,3775.52060187934,4684.92840268064,4850.0198358647,4591.99193204814,6139.17924813503,5713.20248330525,5728.11756599521,6327.72301308189,3366.17181619871,130.976019185663,215.389481962928,,0,4453.41866061956,8006.94584125761,7756.88490677624,8165.2187446305,3237.294994769,2334.02283116841,4992.59333952807,6209.41833495196,7143.5776979063,8338.08378964391,6795.66152327429,10264.4266885568,15555.1157370289
"ISR","Israel",8268.77103971582,6451.53090277226,10086.454084786,10797.3943675405,11393.9243537862,11844.6544263998,11578.2398086048,12033.3953660448,11578.2398086048,11910.8519791228,11514.3054626641,10735.0757958493,9918.86332009939,11867.2315357221,11529.9243944125,8407.7059183086,11173.7342500056,11213.1448991164,12271.0026618321,11261.6686993297,11546.5495066904,3386.56835882076,3929.57762432952,3075.06343017233,3023.94501851132,2455.88991619193,2566.78349703348,2846.39076306536,3740.29815878247,2448.51925424629,2037.708606127,2203.77746673823,1884.96691582003,2265.22570337795,2015.77036208287,1670.20664876921,1502.7217141419,1412.59868797095,1784.49757312294,2161.73020727715,732.013887287249,1167.59959361157,1487.34229082183,1311.42459587595,1172.5531119262,2763.49734392256,2573.37855748716,2442.92930926429,1239.24109287295,1039.60071878349,3075.70610769475,2940.76209761794,3358.30770437483,2893.04316636399,3292.83727080483,5058.62366873172,3791.0330751523,2111.05968576976,4148.57200986763,2801.86538907324,2754.01727402817,3375.20811987069,4306.44543476518,4461.0227881212,4192.57267752674,5739.56348333482,5318.70556496409,5333.30004741729,5992.03739965304,3319.33927291493,276.226762498661,0,0,,4589.35036443441,8111.52774107482,7886.35278414166,8291.86931466318,3297.30714758224,2394.52052140209,5073.41863046872,6282.88941870563,7187.9358454201,8434.70739681726,6827.29186944382,10196.2740247756,15331.0675840571
"MNG","Mongolia",4361.5146939071,4979.04188734017,11960.4302374225,12169.7221908754,9451.45705427204,12026.3545022023,12331.0893293766,12431.4629812596,12530.8018876635,12894.3623122281,13145.6032684587,12789.5155991584,12728.2284721804,13858.4310300579,14202.8652997137,12814.4287919582,14967.6806515016,15571.8877123631,15937.9832847684,15809.2367349614,16311.2588444806,5354.43590706462,5998.19730545348,5347.24242287593,5546.32465032645,5531.74078803039,5511.8173901097,6271.82901776884,6922.61211179716,4901.91553985558,4335.54481901528,4997.46557756215,4643.96095885117,4827.46513188191,4610.50424747937,5326.7619979888,5124.6600452947,4978.44825844688,5023.23381574304,5138.29021199185,4736.90074312206,4474.08302695962,4222.06614736939,4317.89297300526,0,3903.81595122379,3967.11711698497,4087.44770057979,3404.47186254118,3283.48321387771,3672.56149743433,4005.90501807615,3725.32976878877,4790.29832930386,7961.52806606023,9465.96133157686,8611.31702269891,6873.40268721489,8924.7173298539,7713.02790996684,6591.33677624292,7494.11302387544,8910.44839865428,7973.28618206047,8370.16039384123,9616.45531821079,9608.60649791987,9612.11551177811,7970.87712204394,7156.5659703933,3526.05756807683,4845.68162333847,4453.41866061956,4589.35036443441,,2190.97314329423,1104.84076157969,1556.93472445209,1473.1933870845,1547.05976298203,1928.23952238705,2390.86690598515,3892.65369908567,2789.96253460108,4089.78354651891,6310.28635741221,10425.8715980579
"TWN","Taiwan",5802.01360900188,7674.75252661544,14807.1909650186,14721.1478042699,11081.2672303089,14079.3884772258,14439.6438365085,14469.5352615661,14710.7161473942,15011.2860356899,15332.0643652516,15591.680292374,15664.1935519558,15470.1434781253,16628.3856965241,16621.0591389278,18037.5706614882,19299.4354063301,16168.5470587742,16267.7673202955,18504.1410511022,9148.04600448847,9835.65712413127,9259.57478019155,9466.86636570553,9460.98957340161,9439.78323787229,10197.1353503882,10850.1847881496,8819.44031509598,8263.99158361211,8923.48166387093,8556.12963649643,8755.18855133473,8530.31655770252,9241.8959836441,8988.31348497472,8822.23012998919,8923.79592277124,9056.83274125588,8556.05790286057,8316.76146485537,8102.91095007128,8180.75312610225,2065.49708418146,7806.46583621705,7886.12916728852,8013.62003305956,7292.53704641733,6952.53096581885,7483.32305962311,7747.1504031237,7399.98355168979,8706.49101458356,11613.8727523187,13305.3009075367,12099.0483206425,10434.7388791783,12469.380962602,11013.6084198533,8630.5449757073,9228.25332023625,11097.1908931597,9422.10819431719,10101.597163148,10851.8607113841,11246.2082017122,11017.7467741037,8278.59468484578,11063.6824146428,7144.74783287553,8323.83037930901,8006.94584125761,8111.52774107482,2190.97314329423,,988.296883369631,186.348232661894,2332.79158642801,4275.03455957529,2807.02048177549,1711.03104996308,1658.26178538244,287.08439132876,1981.98635477449,3807.69606025185,8309.57372549637
"KOR","ROK",4333.3469135214,6062.9630775724,13199.9187888602,13112.5892273675,9630.14625699957,12537.6762873255,12899.1678491168,12936.865356257,13155.8852898257,13463.0870603998,13768.8928293229,13980.3234863399,14052.4780667115,14108.1560831416,15092.1041149772,15062.1227807402,16464.225621823,17689.804410155,17094.4050774337,17329.4828310692,18924.9223577314,8047.67648822153,8761.30438810686,8338.70456072859,8570.34489069107,8626.45578540548,8664.38979759026,9427.91495656848,9962.4361702331,7927.06433661785,7448.86992140296,8175.54838836619,7876.52353049034,7997.19858542557,7823.98879647341,8515.94632814181,8409.20106578844,8276.60863351773,8261.01692326718,8342.71899877555,8047.25636997948,7777.141292529,7486.3501504238,7611.41717016065,453.739297618054,6902.7181580157,7028.74248452893,7186.7783904074,6689.95998073038,6602.54646594691,6364.60699563387,6646.40571586581,6269.4623519974,7813.92868077549,11286.4811975319,12721.2666475964,11932.6025082808,10193.6287256276,12249.63197725,10996.4869793153,9234.23749405857,9969.59193414031,11771.3443855717,10254.9282557146,10868.7504473598,11788.8505407139,12074.198109534,11941.4131820137,9360.69498165375,10353.8681611984,6835.73705946185,8134.02064195701,7756.88490677624,7886.35278414166,1104.84076157969,988.296883369631,,59.9414187416835,2808.42207827117,4303.65595227117,3393.02936554266,2766.3041297667,3008.80341005796,1600.10080305253,3172.44690446221,4929.66450193388,8902.73039036493
"JPN","Japan",2806.69237081768,4850.70845341957,11962.3371024794,11772.1463066607,8105.89884239999,11071.7598213744,11432.3483898504,11463.6294623087,11702.475050242,12003.3764721595,12324.0018836359,12651.9131115219,12754.4428915255,12569.2424780311,13649.4197544722,13830.6984626348,15029.2790775593,16300.367143253,15600.3619724895,16192.2973199547,17460.5637794711,7749.63886581499,8461.83173177149,8244.33680846733,8493.48418836412,8616.21956614779,8701.2033932205,9448.12695459975,9830.63353055445,7892.30794934667,7526.09829733884,8284.16357147699,8066.1206835173,8104.89414654261,7994.85805923068,8621.83953696416,8679.8623286738,8582.58507334401,8445.7354495212,8476.65774577126,8420.24780576061,8133.34585093651,7759.82129603763,7855.07444505949,45.9496706567723,6910.09944609345,7079.504046002,7266.48107938855,7046.33591634077,7018.75509735639,6128.44032985142,6414.21795560468,6022.74077592106,7713.94892327745,11505.5216248927,12724.1084371812,12345.2661763969,10607.8953679414,12667.9988243914,11328.3868877504,9000.91642311681,9613.3821576948,11481.0104268523,9813.95225562469,10490.5083934532,11247.4813561535,11638.9107000509,11413.2764356053,8669.97820729592,10377.4220842179,7247.62832536277,8535.45875603327,8165.2187446305,8291.86931466318,1556.93472445209,186.348232661894,59.9414187416835,,2657.20043682851,4555.29610845744,3152.14341540609,2106.26999622281,1998.73060008471,588.929883093645,2202.97807478978,3982.89386734558,8210.65567775046
"IND","India",7206.10643727406,6711.09084950075,12879.393057174,13377.8179063358,12306.2237960238,13929.0912094558,13963.9593168615,14293.7527542947,14002.6630648238,14437.6434416514,14327.8248349314,13646.20826821,13168.4954783662,15030.5527077718,14886.8074348098,11632.9706229886,14379.7592266072,14204.7858469382,13884.91422269,13804.3249785327,14226.0813395104,5887.64395800759,6362.03848577119,5512.17063889206,5610.42873288809,5504.29955286535,5376.91375984398,6044.42525199562,6814.15259665028,4994.86361582104,4355.5683466202,4859.75496149881,4432.65627185485,4728.83420021694,4459.14467595103,4866.37072739874,4644.54216790388,4464.66798075196,4712.10915484262,4916.31807306658,4017.49039818658,3994.12672993762,3878.88513250467,3912.21479882632,1677.6986820405,4266.08355559399,4192.67751612742,4252.9401985804,3179.13429526861,2494.35478567062,4277.34691966155,4741.75325271726,4679.21997831523,4987.33432610164,6591.72547021696,8393.17460226164,6921.00322689017,5368.60434741519,7308.42564089391,5775.35851961554,3550.45718634773,4334.8482147998,6087.59231221256,4539.86407882635,5211.16997487117,6042.51606958134,6367.38691934189,6197.43986893447,3785.15194915715,6723.32976108756,2576.49852702719,3206.79600242833,3237.294994769,3297.30714758224,1473.1933870845,2332.79158642801,2808.42207827117,2657.20043682851,,0,0,492.578817860825,638.630362925489,2549.23765724562,201.279140555232,3856.35980700089,9220.87790464457
"PAK","Pakistan",7240.1188410745,6512.1642524057,12373.9040792321,12999.0927923356,12202.2565670602,13659.9775522292,13688.6640349482,14022.9360629391,13726.0466057109,14114.2846819796,13842.7776693203,13083.1679265542,12409.2981763897,14333.3004443208,14050.3783335187,10910.2958567475,13690.182374433,13599.3630045684,14688.5365653754,13603.6202871922,13705.6510330666,5372.83807666136,5898.05223742889,5010.91311965617,5031.06393767025,4746.62430112028,4692.19137296308,5205.05820845292,6051.82606742069,4450.16004432214,3820.14546087724,4215.94412102742,3801.64579712527,4136.80053578251,3865.0865367874,3989.62093121417,3778.59834889853,3629.5649453806,3983.79202822219,4224.27029307682,3116.9550080291,3229.59748375793,3228.19695857114,3200.32746204323,1579.29901498162,3987.86696104031,3884.36281747467,3895.38637927846,2690.20343279318,1791.29909211,3999.60695500209,4446.75175113782,4409.32320995307,4565.55385990875,5803.69102270371,7599.35870133989,6225.20848510055,4608.14879787599,6601.13358051431,5130.63266349759,3152.3434213152,4052.1100581839,5613.67061115645,4557.80713488517,4927.73952371972,6194.7289259088,6171.63107088439,6172.8792237041,4965.01628693527,5820.84930478642,1695.16592772403,2508.13286873068,2334.02283116841,2394.52052140209,1547.05976298203,4275.03455957529,4303.65595227117,4555.29610845744,0,,1406.69936370411,2637.04808989791,3643.96533982234,4597.63620591911,3317.25520572918,6910.42871384483,12316.043022828
"BGD","Bangladesh",7820.56675226079,7767.25605784533,14378.8342459867,14778.890606835,12911.3252246916,15079.8021129556,15241.8164504084,15458.3496534276,15310.7259868165,15763.3276617614,15779.0799076708,15171.1890407054,14781.596107666,16598.2482967507,16514.1312762012,13616.590308312,16393.4346054763,16216.5593657376,15754.4485222642,15702.3261581196,16117.5646949081,7415.19629505069,7939.73036602875,7111.37957638707,7228.50592846456,7131.59627689281,7013.44506065216,7688.02383906466,8455.22629900033,6612.0001113257,5976.13613979304,6494.75016150499,6068.63677741895,6357.25466839735,6090.06989804767,6507.70285016357,6286.16856790423,6107.59773750673,6355.11571252576,6556.25628737611,5728.7196285076,5638.39877343429,5519.79570811613,5556.07478677185,2493.65114984895,5811.19538215446,5759.27096124443,5831.74786432477,4806.3296840193,4137.32111572298,5738.90249366503,6166.47885394432,6010.69860419221,6572.99738841148,8515.24726222259,10307.4252405038,8913.0342383649,7319.6859378241,9295.63319358586,7790.90342658462,5441.34158244728,6124.72398334115,7974.48648473334,6401.54702218335,7021.53948796509,7958.75984888517,8219.9828836871,8104.42608533764,5751.60237399067,8391.97750864814,4247.13477779762,5199.55677419515,4992.59333952807,5073.41863046872,1928.23952238705,2807.02048177549,3393.02936554266,3152.14341540609,0,1406.69936370411,,576.891070403834,1770.42090094036,2909.68674278818,1707.99621891044,5269.42092535375,10458.0749344316
"THA","Thailand",7593.59836679011,8496.74866300198,15430.6326580663,15686.0275598253,12885.732770853,15603.0746517253,15893.9430986313,16007.0740756341,16063.7894161155,16449.3637068146,16667.1246622725,16250.5097453303,15982.9099035385,17368.845865633,17686.4430347963,14698.1295104881,17125.8382864438,16499.1576894778,14341.0102561398,14391.1233414266,15913.0225173984,8569.29875680364,9129.22594185919,8322.32170658864,8451.38179226718,8360.67133014905,8248.81067785082,8928.551296364,9693.45841187296,7835.31928880214,7202.4404645856,7729.40637369606,7304.19487157359,7587.89720465667,7322.5204102848,7747.77833062929,7526.45851806566,7348.73388515942,7595.26072623106,7794.15466020094,6957.60638159732,6879.90268429581,6758.67295797172,6796.98106846148,3257.1222393169,6993.2539032495,6956.18237702023,7035.05418464396,6038.31078386735,5378.57670788565,6875.41377275021,7279.39102328496,7071.73934748001,7777.25188017805,9665.57303100615,11469.0791077242,9995.97029589621,8447.75484885316,10382.5292528183,8834.52215162255,6236.86809673375,6637.34878645479,8484.53582137518,6712.20003950554,7437.7186255383,8018.78151428407,8506.24539671297,8207.98155765458,5406.33378370031,9631.17478227118,5478.40544260887,6286.41699655768,6209.41833495196,6282.88941870563,2390.86690598515,1711.03104996308,2766.3041297667,2106.26999622281,492.578817860825,2637.04808989791,576.891070403834,,0,1439.54561242198,292.353791254918,3329.65875553782,8552.25579856623
"MYS","Malaysia",7633.05382353916,9693.47178184609,16839.275886671,16692.6346472105,12742.4989683681,15823.960579914,16160.628646297,16149.6471634063,16424.1411058876,16708.168756899,17066.8808521559,17569.1433680385,17229.5119693112,16554.1287968074,17749.7820748235,15006.1612310563,17068.3720874573,16353.4650390274,13894.3499845719,13961.4814559176,15652.3284155167,9949.30534729579,10455.487010377,9608.37675239386,9699.6176572451,9548.73027188946,9438.09823041899,10020.4604141542,10844.8875331291,9086.04182342632,8444.4904038112,8928.08260941731,8500.901637531,8809.94979965319,8537.57921863385,8805.88685244152,8591.66742054883,8435.00603845687,8745.71324217014,8967.88420053848,7935.82782892028,8003.66384207828,7934.15133452475,7943.803790421,4092.62309020785,8339.64590410535,8279.21861277637,8344.8437626156,7266.92144916218,6498.27924099277,8271.23205684716,8692.8823356904,8511.92878045692,9082.00651413363,10352.277031518,12114.9967801969,10519.9085682333,9113.67005874187,10872.5748520267,9329.9566366471,6405.39560760889,6759.92330677367,8595.82658513558,6812.5970360425,7544.94914434899,8030.29171426177,8594.49661616525,8268.95201222611,5390.55891355744,10628.7778527792,6503.37812894408,6945.38421132394,7143.5776979063,7187.9358454201,3892.65369908567,1658.26178538244,3008.80341005796,1998.73060008471,638.630362925489,3643.96533982234,1770.42090094036,0,,57.2540557068353,0,2117.31014115872,7109.64212182187
"PHL","Philippines",6301.46059422882,8283.77914962942,15429.3623216258,15304.2884124755,11533.0658940104,14579.5252544291,14936.3782121029,14958.8422835664,15215.8193222333,15510.3126362603,15842.2119922237,16186.9519934988,16268.5492450731,15712.4726451912,16927.7346577872,16752.8307619587,17631.6038966653,17479.2361229048,14303.2732107891,14398.4647243648,16650.8749543363,9734.6211630652,10411.655936963,9801.40776996197,10001.5116211754,9980.13519606866,9943.65325445379,10693.2232380382,11373.3512659072,9357.0882979792,8787.15168711374,9424.28337655223,9041.55409506334,9258.36732742677,9023.49271773639,9683.82163984347,9439.89628131897,9265.18055543749,9397.90493717707,9544.64380491441,8989.64449675193,8763.16252322765,8567.40036475096,8637.54401176182,2683.77306454881,8353.1855442824,8422.18507542426,8541.44369400065,7768.31485441254,7345.67180715172,8082.04853297422,8340.79737934283,8002.0112710629,9245.12751396498,11920.7392495366,13677.0877724489,12341.0758476683,10728.7194291605,12722.5427618194,11153.5937001342,8311.98862008723,8678.43160892636,10504.0524695244,8710.01174343417,9450.40544702955,9813.30482622894,10463.4828134543,10099.2438844073,7184.26098128155,11534.0244291175,7521.37783502408,8617.87762024884,8338.08378964391,8434.70739681726,2789.96253460108,287.08439132876,1600.10080305253,588.929883093645,2549.23765724562,4597.63620591911,2909.68674278818,1439.54561242198,57.2540557068353,,188.449177669692,1931.45881567093,6647.36219183739
"IDN","Indonesia",6987.74033060803,9598.00990550042,15991.3978328939,15402.0293697106,11186.42330349,14035.1674175145,14355.5123819529,14282.338203443,14555.1287479856,14775.8985494281,15119.5670238894,15523.6377972338,16162.8836697001,14105.4997846217,15060.1463436721,14511.5333004856,15284.4100271341,15457.0526023949,12290.5305151744,12399.2717226187,14787.2548412199,9756.66705726642,10246.7784190537,9383.67351890475,9452.88003593471,9242.5020813269,9162.36594559517,9700.3439157126,10546.1840390915,8845.64313367736,8202.85520796837,8663.30566440865,8238.35121372908,8557.10202426501,8283.35828390656,8485.20035259434,8275.07101505674,8125.67536926141,8461.05478785985,8691.5923544748,7594.9220435408,7712.10940956666,7666.45335149698,7663.76788273236,4202.94323181312,8160.4236467167,8086.00388836376,8142.93272050061,7025.53824324464,6219.86797513917,8144.50867255777,8585.97655113356,8448.38649404161,8871.85255999325,9919.18678501516,11666.5913170735,10055.5771153234,8681.75789797518,10396.6917342055,8867.42931521902,5916.82051025707,6262.46419235847,8078.51164565692,6283.57457539224,7024.29666797367,7488.74961171554,8047.50743507108,7712.34473599646,4859.23250846528,10267.0380616597,6190.12809878491,6523.47189732791,6795.66152327429,6827.29186944382,4089.78354651891,1981.98635477449,3172.44690446221,2202.97807478978,201.279140555232,3317.25520572918,1707.99621891044,292.353791254918,0,188.449177669692,,207.697447121605,4280.48302447908
"AUS","Australia",7252.23916929731,10300.1693910511,15270.972156508,14635.399033178,11163.8905295051,13114.044743337,13392.367230581,13289.3348195244,13482.0784625758,13529.0515174243,13698.7856748677,13469.1487594803,14202.9803532514,12360.5088073252,12144.1252969213,11193.9173874729,11825.709274147,11729.2630082747,8496.76982343401,8589.86769380887,10996.0216192399,13223.8796599312,13875.6644163156,13036.1634269163,13088.1421023947,12775.7776601767,12760.805406928,13188.533522191,14077.5709046671,12489.2493045379,11847.700326876,12282.0554409213,11862.6411256435,12190.4287905101,11916.632711576,11996.1400037661,11800.4085404975,11667.8561282593,12051.3617477433,12293.5329329684,11066.2243924123,11286.8297977745,11288.1844079977,11268.9394694659,5919.07423699925,11761.1013180827,11746.1930778082,11803.4401875763,10674.2496189982,9838.96629570145,11550.1971194053,11845.5488175498,11516.2323729204,12530.998119995,12659.7052126867,14056.1610208523,12371.4153420446,11537.8472800514,12512.9031433735,11416.7742101318,8099.68162611869,7796.76332115768,9065.79188608832,7562.36631740746,8355.39678552453,6413.97835469225,8713.12591284715,8274.00601442942,5670.67835624248,13576.9354671484,9755.55019058559,9670.51604339021,10264.4266885568,10196.2740247756,6310.28635741221,3807.69606025185,4929.66450193388,3982.89386734558,3856.35980700089,6910.42871384483,5269.42092535375,3329.65875553782,2117.31014115872,1931.45881567093,207.697447121605,,1493.53359317241
"NZL","New Zealand",6772.15522198676,11010.4939025401,12526.3320355191,12016.0123285149,9878.95192354421,10645.3204209015,10862.9505308389,10757.7454867456,10879.7353878237,10813.8782169078,10892.9015438409,10716.2081749545,11653.6157297373,9524.87943226039,9702.39850222245,9590.1645950878,9644.78197083097,9889.79167562056,6845.2452783727,6966.6703715038,9321.88245523273,17034.1372274415,17676.4392861152,17621.7261575619,17870.6484242589,17941.1846165679,17979.1390388461,17172.1359388705,17087.6688753869,17243.7841431871,16771.7725478958,17469.6711864183,17103.4316574327,17297.4848482313,17080.4101647942,17214.5313641814,17080.8683982598,17001.3311929549,17374.2223834521,17605.8370172999,16301.37366359,16682.8933824596,16618.5932279009,16677.7708772786,9243.24530254052,16225.53981495,16356.5582330658,16511.246133478,15830.2484468493,15238.7841962257,15500.6796409022,15781.5490854448,15393.6987838128,17092.5274418563,15283.5428153157,15508.2478372276,14734.1075058456,15159.793981702,14639.1665973067,14399.0495986593,12037.9978852201,11428.2551359797,11555.9360714253,10239.1044915145,11382.3097726202,8047.03628340266,10516.1419175113,10645.5304197292,9478.74592549454,16433.3503672407,15166.3218756978,14588.7783579833,15555.1157370289,15331.0675840571,10425.8715980579,8309.57372549637,8902.73039036493,8210.65567775046,9220.87790464457,12316.043022828,10458.0749344316,8552.25579856623,7109.64212182187,6647.36219183739,4280.48302447908,1493.53359317241,
